cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
uttar pradesh_280000.0_napurchaseofsmartboardsvi,uttar pradesh,46,1,1,0,280000.0,310426; 310427; 310428; 310429; 310432,"NA-Purchase of smart boards, visual display units and projectors","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_900000.0_constructionofroadslinkro,uttar pradesh,45,22,16,24,900000.0,13222; 13226; 88746; 110460; 110469,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_396000.0_constructionofroadslinkro,bihar,45,12,9,28,396000.0,43859; 43869; 43870; 50996; 82807,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_1000000.0_naconstructionofcommunity,odisha,45,14,12,0,1000000.0,72534; 134554; 143810; 145563; 192508,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_500000.0_constructionofpubliclibra,telangana,45,10,8,30,500000.0,120868; 120874; 120880; 144782; 248395,Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_191000.0_lightingofpublicspaces,kerala,45,4,4,4,191000.0,180871; 161193; 161195; 161196; 161198,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_300000.0_installingtubewellsandbor,andhra pradesh,45,7,5,7,300000.0,200602; 200603; 200604; 200663; 201284,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1000000.0_naconstructionofbusshedso,maharashtra,45,5,3,0,1000000.0,249683; 249684; 249736; 249737; 249738,NA-Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_400000.0_constructionofcommunityce,rajasthan,45,11,10,34,400000.0,262917; 138079; 234255; 240518; 259624,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_497000.0_constructionofroadslinkro,andhra pradesh,45,16,13,30,497000.0,267341; 135656; 135770; 160325; 163835,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_499000.0_constructionofcommunityce,maharashtra,45,16,14,36,499000.0,137791; 202474; 255345; 55387; 108783,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_200000.0_constructionofadditionalr,punjab,45,8,5,28,200000.0,141320; 177356; 177586; 177589; 177590,Construction of additional rooms and halls in the existing public and community building,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_200000.0_constructionofroadslinkro,assam,45,2,2,19,200000.0,148252; 148255; 148296; 148520; 148524,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_95000.0_purchaseofprostheticswhee,madhya pradesh,45,1,1,1,95000.0,152187; 152188; 152189; 152192; 152324,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_352000.0_crematoriumsenergyefficie,uttar pradesh,45,1,1,3,352000.0,212923; 212924; 212926; 212928; 212931,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_823000.0_installationoffixedgarden,uttar pradesh,45,1,1,1,823000.0,218221; 218222; 218223; 218224; 218225,Installation of fixed garden gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_201000.0_providingdrainsandgutters,jharkhand,45,1,1,1,201000.0,232684; 232989; 233293; 233844; 233851,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_430000.0_nalightingofpublicspaces,tamil nadu,45,2,2,0,430000.0,232971; 232997; 233001; 233209; 233212,NA-Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_100000.0_developmentofpublicparks,uttarakhand,45,2,2,28,100000.0,252851; 274253; 279784; 279786; 17704,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_327000.0_lightingofpublicspaces,madhya pradesh,45,1,1,0,327000.0,282328; 282329; 282330; 282331; 282332,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_962000.0_lightingofpublicspaces,bihar,45,1,1,1,962000.0,283350; 283351; 283352; 283353; 283354,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_161000.0_lightingofpublicspaces,kerala,45,3,3,3,161000.0,43766; 125887; 126069; 126071; 126076,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_155000.0_lightingofpublicspaces,west bengal,45,2,2,3,155000.0,55552; 83457; 83458; 83459; 83460,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_999000.0_constructionofroadslinkro,tamil nadu,44,16,10,21,999000.0,11761; 11866; 11867; 11868; 11869,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_300000.0_constructionofboundarywal,madhya pradesh,44,14,13,37,300000.0,26208; 180168; 192401; 208089; 236417,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_500000.0_providingdrainsandgutters,karnataka,44,21,14,34,500000.0,39275; 39280; 39347; 74909; 147350,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_500000.0_constructionofboundarywal,madhya pradesh,44,18,11,36,500000.0,122851; 131072; 162502; 174841; 192683,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_200000.0_crematoriumsenergyefficie,gujarat,44,10,9,21,200000.0,152355; 166324; 166325; 183680; 184106,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_500000.0_constructionofbuildingsfo,gujarat,44,10,9,13,500000.0,157842; 158941; 158955; 177358; 184955,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_2000000.0_naconstructionofcommunity,maharashtra,44,19,17,0,2000000.0,189826; 229837; 235699; 237856; 270331,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_300000.0_naconstructionofroadslink,odisha,44,18,13,0,300000.0,204072; 293763; 308798; 311477; 311478,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_600000.0_installingcommunitydrinki,andhra pradesh,44,2,2,2,600000.0,215498; 215499; 232408; 232412; 240794,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_250000.0_naconstructionofroadslink,jharkhand,44,6,6,0,250000.0,228183; 259430; 309494; 309502; 309503,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_550000.0_lightingofpublicspaces,tamil nadu,44,6,5,11,550000.0,243485; 243486; 243487; 243488; 260918,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_227000.0_installationofmultigymequ,chhattisgarh,44,1,1,0,227000.0,285607; 285608; 285611; 285612; 285622,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_460000.0_nainstallingcommunitydrin,haryana,44,1,1,0,460000.0,293366; 293406; 293457; 293458; 293461,NA-Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_300000.0_constructionofroadslinkro,tamil nadu,44,11,8,32,300000.0,137449; 137451; 137917; 137920; 164160,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_500000.0_constructionofbuildingsfo,assam,44,10,8,38,500000.0,143885; 153177; 161287; 171187; 171192,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_150000.0_constructionofroadslinkro,punjab,44,13,9,35,150000.0,153723; 200722; 210122; 2009; 2050,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_250000.0_constructionofroadslinkro,karnataka,44,13,11,26,250000.0,161226; 161227; 164373; 164376; 164380,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_495000.0_constructionofcommunityce,karnataka,44,5,4,26,495000.0,166062; 166079; 166087; 166088; 166734,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_500000.0_constructionofcommunityce,jharkhand,44,11,8,14,500000.0,183124; 183126; 183329; 191106; 201806,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_299000.0_constructionofroadslinkro,bihar,44,10,9,16,299000.0,188096; 222043; 225589; 228710; 231335,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_380000.0_purchaseofmobilesanitatio,haryana,44,1,1,1,380000.0,189743; 228822; 228823; 228824; 228825,Purchase of mobile sanitation equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_325000.0_purchaseofmobilewatertank,punjab,44,1,1,3,325000.0,197849; 208659; 208660; 208664; 208670,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_500000.0_renovationofpondsandlakes,odisha,44,7,7,13,500000.0,221115; 221116; 269446; 277451; 277469,Renovation of ponds and lakes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_490000.0_constructionofbusshedsorb,karnataka,44,1,1,2,490000.0,43478; 43481; 43500; 43519; 43537,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_29000.0_lightingofpublicspaces,uttar pradesh,44,2,2,1,29000.0,98498; 111556; 111557; 111558; 111559,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_80000.0_constructionoffootpathsan,uttarakhand,44,1,1,32,80000.0,99132; 99211; 99847; 99851; 99865,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_176000.0_lightingofpublicspaces,kerala,44,1,1,1,176000.0,125150; 125153; 126311; 126775; 126777,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_250000.0_naconstructionofroadslink,madhya pradesh,43,3,3,0,250000.0,1634; 1635; 273718; 273734; 273735,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_498000.0_constructionofroadslinkro,karnataka,43,20,14,38,498000.0,16128; 38084; 38106; 38107; 39229,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_400000.0_constructionofroadslinkro,madhya pradesh,43,20,14,34,400000.0,31182; 166112; 206245; 243970; 248636,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_398000.0_constructionofroadslinkro,bihar,43,11,9,27,398000.0,43900; 43901; 43904; 43910; 43916,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_500000.0_constructionofroadslinkro,uttarakhand,43,6,4,21,500000.0,85457; 99992; 99993; 164567; 164571,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1495000.0_constructionofroadslinkro,bihar,43,12,6,20,1495000.0,133074; 133637; 133638; 136523; 136524,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_500000.0_constructionofroomsandhal,uttarakhand,43,8,6,34,500000.0,136212; 182069; 193350; 174401; 174664,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_500000.0_constructionofpubliclibra,rajasthan,43,13,9,30,500000.0,141422; 145261; 158600; 165287; 165288,Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_1000000.0_constructionofroadslinkro,andhra pradesh,43,19,16,22,1000000.0,155332; 155334; 206146; 206149; 206151,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_350000.0_lightingofpublicspaces,tamil nadu,43,8,7,8,350000.0,178254; 151341; 151345; 151348; 151352,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_1000000.0_constructionofbuildingsfo,assam,43,13,11,39,1000000.0,217518; 153672; 166533; 166535; 171198,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_1000000.0_constructionofcommunityce,tamil nadu,43,22,19,39,1000000.0,222494; 222495; 226754; 136038; 136039,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_400000.0_constructionofroadslinkro,punjab,43,15,12,33,400000.0,255050; 268737; 273481; 274844; 286144,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_400000.0_naconstructionofcommunity,karnataka,43,17,14,0,400000.0,257592; 160545; 160602; 163998; 166072,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_450000.0_naconstructionofcommunity,odisha,43,2,2,0,450000.0,271754; 290791; 290793; 290794; 290795,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_826000.0_nainstallationofmultigyme,uttar pradesh,43,1,1,0,826000.0,279050; 279051; 279052; 279053; 279054,NA-Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1000000.0_naconstructionofroadslink,bihar,43,11,9,0,1000000.0,294323; 294325; 294368; 294372; 300022,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_50000.0_naconstructionofcommonwor,madhya pradesh,43,10,9,0,50000.0,161489; 222706; 270754; 278044; 278049,NA-Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_955000.0_lightingofpublicspaces,bihar,43,2,2,1,955000.0,3708; 3710; 3711; 3712; 3713,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_315000.0_installationoffixedgarden,punjab,43,1,1,3,315000.0,9292; 9293; 9294; 9295; 9296,Installation of fixed garden gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_485000.0_lightingofpublicspaces,madhya pradesh,43,1,1,1,485000.0,13862; 13863; 13864; 13865; 13866,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_200000.0_installationofmultigymequ,punjab,42,11,9,18,200000.0,45849; 45850; 45851; 45857; 45867,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_500000.0_purchaseofhospitalequipme,odisha,42,3,3,4,500000.0,96601; 96602; 96603; 99272; 99273,Purchase of hospital equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_400000.0_constructionofroadslinkro,rajasthan,42,19,12,33,400000.0,146557; 147409; 211992; 232820; 138076,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_120000.0_purchaseofprostheticswhee,kerala,42,2,2,1,120000.0,166658; 166704; 190133; 227914; 227915,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_700000.0_constructionofcommunityce,odisha,42,17,14,14,700000.0,201773; 234195; 145194; 145444; 145445,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_1000000.0_naconstructionofcommunity,rajasthan,42,16,14,0,1000000.0,282736; 293106; 303426; 303464; 211174,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_250000.0_constructionofroadslinkro,andhra pradesh,42,15,15,15,250000.0,286848; 286850; 166435; 166437; 215312,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_201000.0_nainstallingtubewellsandb,jharkhand,42,2,2,0,201000.0,309506; 233978; 237271; 237500; 250533,NA-Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_300000.0_constructionofbuildingsfo,assam,42,8,8,29,300000.0,175948; 223494; 223495; 223502; 223523,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_200000.0_crematoriumsenergyefficie,jharkhand,42,3,3,5,200000.0,180984; 198474; 198478; 203687; 203688,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_250000.0_constructionofcommunityce,punjab,42,7,7,28,250000.0,199717; 199720; 199724; 2032; 217344,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_200000.0_installingtubewellsandbor,jharkhand,42,4,4,8,200000.0,208894; 208895; 208896; 208898; 208899,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_298000.0_settinguppublicnonconvent,haryana,42,1,1,2,298000.0,15253; 15255; 15311; 15319; 15321,Setting up public non-conventional energy plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_400000.0_constructionofroadslinkro,himachal pradesh,41,7,5,24,400000.0,133995; 134151; 134154; 134202; 134255,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_245000.0_constructionofroadslinkro,gujarat,41,11,10,32,245000.0,161451; 161452; 133559; 133567; 189494,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_400000.0_constructionofroomsandhal,uttar pradesh,41,11,10,37,400000.0,178376; 178377; 178378; 178379; 178380,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_898000.0_constructionofroadslinkro,uttar pradesh,41,7,7,11,898000.0,178402; 178403; 182596; 182626; 182627,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_265000.0_installingcommunitydrinki,uttar pradesh,41,3,2,3,265000.0,187639; 187640; 211052; 211053; 211055,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_798000.0_installationofmultigymequ,uttar pradesh,41,1,1,1,798000.0,195340; 195341; 195342; 195343; 195344,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_490000.0_constructionofroadslinkro,gujarat,41,14,13,28,490000.0,238111; 255836; 255837; 255838; 191251,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_300000.0_constructionofroadslinkro,jammu and kashmir,41,7,5,9,300000.0,148266; 178499; 182592; 194379; 207246,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
meghalaya_200000.0_constructionofboundarywal,meghalaya,41,4,2,41,200000.0,153441; 161339; 161912; 288781; 90639,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_627000.0_purchaseoffurnitureandfix,tamil nadu,41,1,1,2,627000.0,174390; 174396; 174399; 174407; 174408,Purchase of furniture and fixtures for educational purposes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_272000.0_lightingofpublicspaces,uttar pradesh,41,1,1,1,272000.0,224494; 224495; 224496; 224497; 224498,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_296000.0_constructionofroadslinkro,bihar,41,11,10,20,296000.0,225561; 225569; 228693; 253696; 8487,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_480000.0_purchaseofmobilewatertank,madhya pradesh,41,1,1,0,480000.0,282745; 282746; 282747; 282748; 282749,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_194000.0_napurchaseofmobilewaterta,madhya pradesh,41,2,2,0,194000.0,304009; 304816; 304817; 304818; 304819,NA-Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_494000.0_constructionofroadslinkro,bihar,40,15,14,29,494000.0,43858; 168038; 178517; 186703; 196567,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_600000.0_constructionofbusshedsorb,tamil nadu,40,16,13,34,600000.0,68418; 96033; 125564; 160533; 164272,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_1000000.0_constructionofroomsandhal,assam,40,16,9,35,1000000.0,132607; 179714; 182332; 245538; 249768,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_600000.0_constructionofroadslinkro,jharkhand,40,7,5,11,600000.0,133888; 193602; 195151; 240595; 241257,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_500000.0_purchaseofsportsequipment,gujarat,40,4,3,4,500000.0,147852; 147854; 147859; 147860; 147869,Purchase of sports equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_300000.0_constructionofbuildingsfo,karnataka,40,9,9,25,300000.0,172649; 179220; 179223; 179224; 179226,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_996000.0_constructionofroadslinkro,maharashtra,40,22,15,31,996000.0,177300; 192203; 229166; 144115; 147480,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_700000.0_constructionofroadslinkro,kerala,40,21,15,12,700000.0,181922; 182034; 201984; 235959; 243776,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_475000.0_lightingofpublicspaces,tamil nadu,40,4,4,3,475000.0,204274; 204275; 204276; 204277; 204278,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_300000.0_constructionofcommunityce,gujarat,40,17,14,28,300000.0,237250; 157555; 158176; 200888; 200901,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_700000.0_constructionofbusshedsorb,tamil nadu,40,17,14,29,700000.0,262891; 170403; 197213; 202699; 211103,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_240000.0_purchaseofmobilewatertank,punjab,40,3,3,5,240000.0,304551; 177956; 177957; 177960; 177968,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_112000.0_providingcctvcamerasystem,west bengal,40,1,1,1,112000.0,141121; 141122; 141123; 141124; 141125,Providing CCTV camera system for security of public areas,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_300000.0_constructionofroadslinkro,chhattisgarh,40,11,9,40,300000.0,142723; 147589; 155920; 155941; 155945,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_499000.0_purchaseofbooksandperiodi,bihar,40,1,1,1,499000.0,143456; 143457; 143458; 143459; 143460,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_333000.0_lightingofpublicspaces,uttar pradesh,40,1,1,2,333000.0,151392; 151393; 151394; 151395; 151396,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
meghalaya_500000.0_constructionofroomsandhal,meghalaya,40,4,2,36,500000.0,153440; 157428; 157430; 157431; 157810,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
meghalaya_150000.0_constructionoffootpathsan,meghalaya,40,2,2,30,150000.0,157953; 157954; 157955; 157956; 157957,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
