record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2168,Maharashtra,Thane,Shri Thane Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP893/2025-2026/100442,,Construction of CC Road,Construction of CC Road at Thane village ward 2,,,,2025-04-16,,,,,2032900.0,,,,Payment In-Progress,M/S INFRASTRUCTURE BUILDERS,,,
Works Recommended,mplads_synthetic_feed.csv,2169,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,Normal/Others,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,2024-07-29,,,,,707000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2170,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,Normal/Others,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,,2024-09-14,,,,,707000.0,,,,,Physical Inspection,,,,,
Works Completed,mplads_synthetic_feed.csv,2171,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,Normal/Others,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,,,2024-11-09,,,,,282800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2172,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,,,,2024-11-27,,,,,94300.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2173,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,,,,2024-12-05,,,,,94300.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2174,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP901/2025-2026/100443,,Construction of Community Hall,Construction of Community Hall at Tirupati village ward 12,,,,2024-10-02,,,,,94300.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,2175,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,Normal/Others,Development of Park,Development of Park at Meerut village ward 1,2024-10-15,,,,,3607000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2176,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,Normal/Others,Development of Park,Development of Park at Meerut village ward 1,,2024-11-04,,,,,3607000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2177,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,Normal/Others,Development of Park,Development of Park at Meerut village ward 1,,,2025-03-20,,,,,901800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2178,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,,Development of Park,Development of Park at Meerut village ward 1,,,,2025-02-11,,,,,300600.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2179,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,,Development of Park,Development of Park at Meerut village ward 1,,,,2025-01-28,,,,,300600.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2180,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100444,,Development of Park,Development of Park at Meerut village ward 1,,,,2024-12-07,,,,,300600.0,,,,Payment Released,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,2181,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP954/2025-2026/100445,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 8,2025-01-23,,,,,1839000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2182,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP954/2025-2026/100445,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 8,,2025-03-01,,,,,1839000.0,,,,,Physical Inspection,,,,,
Works Completed,mplads_synthetic_feed.csv,2183,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP954/2025-2026/100445,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 8,,,2025-04-13,,,,,275800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2184,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP954/2025-2026/100445,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 8,,,,2025-05-13,,,,,137900.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2185,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP954/2025-2026/100445,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 8,,,,2025-06-16,,,,,137900.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,2186,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP184/2025-2026/100446,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Rohtak village ward 20,2024-04-28,,,,,1708000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2187,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP184/2025-2026/100446,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Rohtak village ward 20,,2024-06-01,,,,,1708000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,2188,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP184/2025-2026/100446,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Rohtak village ward 20,,,2024-09-28,,,,,1376900.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2189,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP184/2025-2026/100446,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Rohtak village ward 20,,,,2024-09-28,,,,,688400.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2190,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP184/2025-2026/100446,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Rohtak village ward 20,,,,2024-08-04,,,,,688400.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,2191,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,2024-01-14,,,,,1900000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2192,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,,2024-03-07,,,,,1900000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,2193,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,,,2024-04-27,,,,,928600.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2194,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,,,,2024-05-07,,,,,309500.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2195,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,,,,2024-06-13,,,,,309500.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2196,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP795/2025-2026/100447,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Muzaffarpur village ward 4,,,,2024-05-31,,,,,309500.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,2197,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP472/2025-2026/100448,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Pune village ward 4,2024-12-12,,,,,4879000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2198,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP472/2025-2026/100448,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Pune village ward 4,,2025-01-03,,,,,4879000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,2199,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP472/2025-2026/100448,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Pune village ward 4,,,2025-06-15,,,,,1072700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2200,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP472/2025-2026/100448,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Pune village ward 4,,,,2025-04-19,,,,,536400.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2201,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP472/2025-2026/100448,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Pune village ward 4,,,,2025-04-24,,,,,536400.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,2202,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP782/2025-2026/100449,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Bilaspur village ward 5,2025-02-18,,,,,3056000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2203,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP782/2025-2026/100449,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Bilaspur village ward 5,,2025-03-31,,,,,3056000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,2204,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP782/2025-2026/100449,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Bilaspur village ward 5,,,2025-06-13,,,,,1891100.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2205,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP782/2025-2026/100449,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Bilaspur village ward 5,,,,2025-04-13,,,,,945600.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2206,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP782/2025-2026/100449,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Bilaspur village ward 5,,,,2025-04-22,,,,,945600.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,2207,Assam,Dibrugarh,Sarbananda Sonowal,Lok Sabha,ASSAM DISTRICT MAGISTRATE IDA,WS/MP794/2025-2026/100450,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Installation of High Mast Solar Lights at Gram Panchayat Center,2024-07-02,,,,,18000000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2208,Assam,Dibrugarh,Sarbananda Sonowal,Lok Sabha,ASSAM DISTRICT MAGISTRATE IDA,WS/MP794/2025-2026/100450,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Installation of High Mast Solar Lights at Gram Panchayat Center,,2024-08-05,,,,,18000000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2209,Assam,Dibrugarh,Sarbananda Sonowal,Lok Sabha,ASSAM DISTRICT MAGISTRATE IDA,WS/MP794/2025-2026/100450,,Repair of PWD Connecting Road,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2024-11-07,,,,,3524800.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,2210,Haryana,Sitting Rajya Sabha,Shri Haryana Nominee RS,Rajya Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP400/2025-2026/100451,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 11,2025-05-17,,,,,3344000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2211,Haryana,Sitting Rajya Sabha,Shri Haryana Nominee RS,Rajya Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP400/2025-2026/100451,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 11,,2025-06-28,,,,,3344000.0,,,,,Vendor Identification,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2212,Haryana,Sitting Rajya Sabha,Shri Haryana Nominee RS,Rajya Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP400/2025-2026/100451,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 11,,,,2025-07-23,,,,,836000.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,2213,Jharkhand,Jamshedpur,Shri Jamshedpur Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP973/2025-2026/100452,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Jamshedpur village ward 18,2025-04-15,,,,,1944000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2214,Jharkhand,Jamshedpur,Shri Jamshedpur Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP973/2025-2026/100452,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Jamshedpur village ward 18,,2025-04-27,,,,,1944000.0,,,,,Vendor Identification,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2215,Jharkhand,Jamshedpur,Shri Jamshedpur Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP973/2025-2026/100452,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Jamshedpur village ward 18,,,,2025-05-28,,,,,340200.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2216,Jharkhand,Jamshedpur,Shri Jamshedpur Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP973/2025-2026/100452,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Jamshedpur village ward 18,,,,2025-07-08,,,,,340200.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,2217,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP832/2025-2026/100453,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Sitting Rajya Sabha village ward 18,2024-04-22,,,,,2006000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2218,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP832/2025-2026/100453,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Sitting Rajya Sabha village ward 18,,2024-06-07,,,,,2006000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2219,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP832/2025-2026/100453,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Sitting Rajya Sabha village ward 18,,,2024-11-12,,,,,2021300.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2220,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP832/2025-2026/100453,,Deep Tube Well Drilling,Deep Tube Well Drilling at Sitting Rajya Sabha village ward 18,,,,2024-08-20,,,,,1010600.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2221,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,KARNATAKA DISTRICT MAGISTRATE IDA,WS/MP832/2025-2026/100453,,Deep Tube Well Drilling,Deep Tube Well Drilling at Sitting Rajya Sabha village ward 18,,,,2024-06-24,,,,,1010600.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,2222,Jharkhand,Hazaribagh,Shri Hazaribagh Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP705/2025-2026/100454,Public Health & Community Centers,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Hazaribagh village ward 2,2024-12-27,,,,,4857000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2223,Jharkhand,Hazaribagh,Shri Hazaribagh Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP705/2025-2026/100454,Public Health & Community Centers,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Hazaribagh village ward 2,,2025-02-24,,,,,4857000.0,,,,,Vendor Identification,,,,,
Works Recommended,mplads_synthetic_feed.csv,2224,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP928/2025-2026/100455,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Jadavpur village ward 13,2024-01-28,,,,,3736000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2225,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP928/2025-2026/100455,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Jadavpur village ward 13,,2024-03-26,,,,,3736000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2226,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP928/2025-2026/100455,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Jadavpur village ward 13,,,2024-07-24,,,,,2706100.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2227,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP928/2025-2026/100455,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Jadavpur village ward 13,,,,2024-04-12,,,,,1353000.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2228,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP928/2025-2026/100455,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Jadavpur village ward 13,,,,2024-06-28,,,,,1353000.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,2229,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,2024-03-27,,,,,1629000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2230,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,,2024-05-20,,,,,1629000.0,,,,,Sanction,,,,,
Works Completed,mplads_synthetic_feed.csv,2231,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,,,2024-09-29,,,,,81400.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2232,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,,,,2024-08-10,,,,,27100.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2233,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,,,,2024-08-03,,,,,27100.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2234,Gujarat,Surat,Shri Surat Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP763/2025-2026/100456,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Surat village ward 4,,,,2024-07-22,,,,,27100.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,2235,Odisha,Puri,Shri Puri Representative,Lok Sabha,ODISHA DISTRICT MAGISTRATE IDA,WS/MP580/2025-2026/100457,Normal/Others,Development of Park,Development of Park at Puri village ward 11,2024-11-20,,,,,2981000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2236,Odisha,Puri,Shri Puri Representative,Lok Sabha,ODISHA DISTRICT MAGISTRATE IDA,WS/MP580/2025-2026/100457,Normal/Others,Development of Park,Development of Park at Puri village ward 11,,2024-12-24,,,,,2981000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,2237,Odisha,Puri,Shri Puri Representative,Lok Sabha,ODISHA DISTRICT MAGISTRATE IDA,WS/MP580/2025-2026/100457,Normal/Others,Development of Park,Development of Park at Puri village ward 11,,,2025-03-01,,,,,1640700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2238,Odisha,Puri,Shri Puri Representative,Lok Sabha,ODISHA DISTRICT MAGISTRATE IDA,WS/MP580/2025-2026/100457,,Development of Park,Development of Park at Puri village ward 11,,,,2025-03-07,,,,,1640700.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,2239,Jharkhand,Sitting Rajya Sabha,Shri Jharkhand Nominee RS,Rajya Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP729/2025-2026/100458,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 3,2025-03-22,,,,,1568000.0,,,,,,,,,,,
